# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
PTRH1              9  130476227  130487152      5       1  690077      -1.0388   -0.00015148      -1.0386
TTC16              9  130478358  130493879     11       2  664992      -1.6028   -0.00015148      -1.6027
TOR2A              9  130493803  130497628      5       1  655672      -1.2546   -0.00015148      -1.2544
SH2D3C             9  130500596  130541048     30       5  685105     -0.74991   -0.00015148     -0.74975
CDK9               9  130548305  130553052      5       2  678520       0.1928   -0.00015148      0.19295
FPGS               9  130565137  130576799      3       1  686093      0.33509   -0.00015148      0.33524
ENG                9  130577291  130617052     15       6  723646       1.8922   -0.00015148       1.8924
AK1                9  130628759  130640022      5       2  740159      0.81093   -0.00015148      0.81108
ST6GALNAC6         9  130647600  130669010      6       3  651847       0.4499   -0.00015148      0.45005
ST6GALNAC4         9  130670165  130679326      1       1  685603     -0.34605   -0.00015148      -0.3459
PIP5KL1            9  130683808  130693076      1       1  678452       -1.266   -0.00015148      -1.2659
DPM2               9  130697374  130700763      5       1  621272       0.3615   -0.00015148      0.36165
FAM102A            9  130702861  130742812     26       3  672882     -0.48116   -0.00015148     -0.48101
NAIF1              9  130823512  130829600      2       1  692370     -0.95704   -0.00015148     -0.95689
SLC25A25           9  130830479  130871537     35       2  687149       -1.426   -0.00015148      -1.4259
PTGES2             9  130882972  130890741      2       1  620984       1.0391   -0.00015148       1.0393
LCN2               9  130911732  130915734      2       1  635560      0.58325   -0.00015148      0.58341
C9orf16            9  130922539  130926207      1       1  682202       2.1661   -0.00015148       2.1663
CIZ1               9  130928344  130966662     17       3  677221       1.3382   -0.00015148       1.3383
DNM1               9  130965634  131017528     29       6  681750       5.3307   -0.00015148       5.3309
GOLGA2             9  131018108  131038286      9       3  686678       3.6783   -0.00015148       3.6784
SWI5               9  131037663  131051268      5       2  707040        5.152   -0.00015148       5.1521
TRUB2              9  131071396  131084697      3       1  672548       4.8484   -0.00015148       4.8486
COQ4               9  131084791  131096351      3       2  717528        4.792   -0.00015148       4.7922
SLC27A4            9  131102839  131123749      3       2  659849       5.1054   -0.00015148       5.1055
URM1               9  131133598  131154295      7       3  685162        5.075   -0.00015148       5.0751
CERCAM             9  131173854  131199630     10       1  657270       2.2093   -0.00015148       2.2095
ODF2               9  131217434  131263571     13       1  691139       1.7051   -0.00015148       1.7052
GLE1               9  131266971  131304580     11       1  681744       1.8267   -0.00015148       1.8268
SPTAN1             9  131314837  131395944     28       1  682708       1.3642   -0.00015148       1.3643
WDR34              9  131395940  131419129      9       2  670411       1.6039   -0.00015148        1.604
PKN3               9  131464802  131483199      2       1  660689      -1.3023   -0.00015148      -1.3021
ZER1               9  131492065  131534220      9       2  684228     -0.49911   -0.00015148     -0.49896
TBC1D13            9  131549510  131572711     26       4  683303      0.25344   -0.00015148      0.25359
ENDOG              9  131580779  131584955      4       2  650557       1.8204   -0.00015148       1.8206
C9orf114           9  131581930  131592299     17       3  675454        1.174   -0.00015148       1.1741
CCBL1              9  131595392  131644354     11       3  688843       1.4971   -0.00015148       1.4973
LRRC8A             9  131644391  131680318     17       5  665298       1.9725   -0.00015148       1.9727
PHYHD1             9  131683174  131704322     15       2  686066     -0.75484   -0.00015148     -0.75469
NUP188             9  131709972  131769375     27       3  676056      -1.4345   -0.00015148      -1.4344
SH3GLB2            9  131770313  131790604      8       2  683452     -0.60716   -0.00015148     -0.60701
FAM73B             9  131798899  131834361      7       3  650020     -0.25155   -0.00015148      -0.2514
DOLPP1             9  131843383  131852717      6       2  674340     -0.86035   -0.00015148      -0.8602
CRAT               9  131857073  131873070     10       2  669852     -0.60819   -0.00015148     -0.60804
PPP2R4             9  131873183  131911225     54       2  686999     -0.34093   -0.00015148     -0.34078
IER5L              9  131937831  131940540      1       1  690915      0.38254   -0.00015148      0.38269
C9orf106           9  132083295  132084882      1       1  612804     -0.59072   -0.00015148     -0.59056
NTMT1              9  132371036  132397879     20       5  687654     -0.66912   -0.00015148     -0.66897
C9orf50            9  132374504  132383055      5       2  679955     -0.18241   -0.00015148     -0.18225
ASB6               9  132396883  132404496      6       2  683018     -0.70787   -0.00015148     -0.70772
PRRX2              9  132427920  132484953     41      11  678608      -2.0287   -0.00015148      -2.0286
PTGES              9  132500615  132515344     14       2  689007      -2.4023   -0.00015148      -2.4022
TOR1B              9  132565428  132573563     11       2  686663      0.96434   -0.00015148      0.96449
TOR1A              9  132575221  132586441      5       2  687544      0.79256   -0.00015148      0.79271
C9orf78            9  132589564  132597572      6       1  690305        1.115   -0.00015148       1.1152
USP20              9  132597696  132644121     93       5  690836     -0.20195   -0.00015148      -0.2018
FNBP1              9  132649458  132805473     95      14  689129     -0.10914   -0.00015148     -0.10899
GPR107             9  132815985  132902448     56       9  681813      -1.5815   -0.00015148      -1.5813
NCS1               9  132934857  132999583     54       9  682218      -2.2751   -0.00015148      -2.2749
HMCN2              9  133223389  133309510     82      24  661515      -2.7871   -0.00015148      -2.7869
ASS1               9  133320094  133376661     52      11  682162       1.4888   -0.00015148        1.489
FUBP3              9  133454954  133513739     32       6  693620       -1.177   -0.00015148      -1.1769
PRDM12             9  133539981  133558384     18       4  685040      0.32615   -0.00015148       0.3263
EXOSC2             9  133569158  133580452      3       1  681932      0.87466   -0.00015148      0.87481
ABL1               9  133588266  133763062    144      17  682610      0.66961   -0.00015148      0.66976
FIBCD1             9  133777825  133814455     22       7  646846       5.4062   -0.00015148       5.4064
LAMC3              9  133884504  133968446     83      19  674053       -1.617   -0.00015148      -1.6169
AIF1L              9  133971863  133998539     13       3  676311    -0.023095   -0.00015148    -0.022944
NUP214             9  134000948  134110057     57       6  672286     -0.26993   -0.00015148     -0.26978
FAM78A             9  134133465  134151906      5       1  670359     -0.10824   -0.00015148     -0.10808
PPAPDC3            9  134165069  134184649      8       2  680908      -1.1014   -0.00015148      -1.1013
PRRC2B             9  134305477  134375584     57       6  690241       1.2104   -0.00015148       1.2105
POMT1              9  134378282  134399193     27       2  690122      0.29486   -0.00015148      0.29501
UCK1               9  134399183  134406662      2       1  691848        1.023   -0.00015148       1.0231
RAPGEF1            9  134452157  134615364    162      18  687697       1.2441   -0.00015148       1.2443
MED27              9  134735497  134955274    141      14  685308        3.508   -0.00015148       3.5082
NTNG2              9  135037334  135118224     54      10  675910       2.2147   -0.00015148       2.2149
SETX               9  135136827  135232113    136       9  690804      -3.1238   -0.00015148      -3.1237
TTF1               9  135250935  135282238     19       3  695593      -2.0052   -0.00015148       -2.005
C9orf171           9  135285430  135448734    142      33  683227     -0.97628   -0.00015148     -0.97613
BARHL1             9  135457993  135465640      2       1  657044     -0.45876   -0.00015148      -0.4586
DDX31              9  135468384  135545788     92      12  688348      -1.5851   -0.00015148      -1.5849
GTF3C4             9  135545728  135565471     34       3  689820     -0.19154   -0.00015148     -0.19139
AK8                9  135600958  135754198    158      18  686002       2.8896   -0.00015148       2.8898
C9orf9             9  135754282  135765419      5       3  667386       3.4582   -0.00015148       3.4583
TSC1               9  135766735  135820094     41       6  684465       1.6389   -0.00015148       1.6391
GFI1B              9  135820888  135867084     35      14  664039      -1.0043   -0.00015148      -1.0041
GTF3C5             9  135906062  135933890     15       3  682247       -2.052   -0.00015148      -2.0518
LOC100996574       9  135933468  135936777      5       2  680202      -1.3497   -0.00015148      -1.3495
RALGDS             9  135973107  136024607     33       6  676522      -1.3836   -0.00015148      -1.3834
GBGT1              9  136028335  136039320      6       2  624197     -0.28823   -0.00015148     -0.28808
LOC101928193       9  136062207  136067257      2       1  778855      -2.3172   -0.00015148       -2.317
ABO                9  136130563  136150630     63       6  729494      -1.9639   -0.00015148      -1.9638
SURF6              9  136197543  136203047      7       2  752382      -1.3467   -0.00015148      -1.3465
MED22              9  136207751  136215011      4       2  674873      0.11362   -0.00015148      0.11377
SURF1              9  136218660  136223361      2       1  672972     -0.23751   -0.00015148     -0.23736
SURF2              9  136223421  136228041      3       1  771299     -0.81649   -0.00015148     -0.81634
SURF4              9  136228325  136244820      6       3  675345      0.25578   -0.00015148      0.25593
STKLD1             9  136243284  136271220     14       3  708161      -1.8544   -0.00015148      -1.8542
REXO4              9  136271182  136283292     13       2  720410      -1.6221   -0.00015148      -1.6219
ADAMTS13           9  136279459  136324525     28       6  695567     -0.66845   -0.00015148      -0.6683
CACFD1             9  136325087  136335909      9       4  676797      0.19354   -0.00015148       0.1937
SLC2A6             9  136336216  136344276      2       1  645901      0.49941   -0.00015148      0.49956
FAM163B            9  136442141  136474472     27       8  724149       1.9151   -0.00015148       1.9152
DBH                9  136501485  136524466     47      14  654191       0.6234   -0.00015148      0.62355
SARDH              9  136528682  136605077     74      14  667285      -1.2365   -0.00015148      -1.2364
VAV2               9  136627016  136857496    244      45  669310      -1.0493   -0.00015148      -1.0491
BRD3               9  136895427  136933655     37       6  681179       1.2247   -0.00015148       1.2249
RXRA               9  137218316  137332431     56       9  678261      -1.8545   -0.00015148      -1.8543
COL5A1             9  137533651  137736689    174      37  677947      -2.6847   -0.00015148      -2.6846
FCN2               9  137772658  137779366     15       3  670201      0.14647   -0.00015148      0.14662
FCN1               9  137797711  137809849     17       2  687834      0.34566   -0.00015148      0.34581
OLFM1              9  137967089  138013030     58      16  681082       2.3106   -0.00015148       2.3107
C9orf62            9  138235095  138238408      1       1  669221     -0.52261   -0.00015148     -0.52246
PPP1R26            9  138371545  138380739      4       1  650723       1.3367   -0.00015148       1.3369
C9orf116           9  138387026  138391761      6       1  684253     -0.90748   -0.00015148     -0.90732
MRPS2              9  138392477  138396519      2       1  692287     0.041266   -0.00015148     0.041418
LCN1               9  138413284  138418386      2       1  657443     -0.68657   -0.00015148     -0.68641
OBP2A              9  138437885  138441815      1       1  666227      0.30508   -0.00015148      0.30523
PAEP               9  138453601  138458622      5       1  676014     -0.77623   -0.00015148     -0.77607
GLT6D1             9  138515502  138531386     38       8  680095      -2.7304   -0.00015148      -2.7302
LCN9               9  138555168  138562577      8       2  676172      -1.4758   -0.00015148      -1.4757
SOHLH1             9  138585253  138591374      8       1  675205      -2.4309   -0.00015148      -2.4308
KCNT1              9  138594031  138684993     38      11  685404      -0.6705   -0.00015148     -0.67035
CAMSAP1            9  138700333  138799060     49       7  671866        1.001   -0.00015148       1.0012
LOC101928552       9  138727858  138731145      1       1  691484      -1.6007   -0.00015148      -1.6006
UBAC1              9  138824815  138853226     16       3  676840   0.00030139   -0.00015148   0.00045287
NACC2              9  138898383  138987131     48      14  669042       1.1228   -0.00015148        1.123
C9orf69            9  139006427  139010731      1       1  634991      0.78996   -0.00015148      0.79011
LHX3               9  139088096  139096955      3       1  676766     -0.31268   -0.00015148     -0.31253
QSOX2              9  139098179  139137687     21       5  675887       1.6488   -0.00015148        1.649
GPSM1              9  139221932  139254057      5       1  652958       -1.406   -0.00015148      -1.4059
DNLZ               9  139256352  139268111     10       3  673100      -1.1368   -0.00015148      -1.1367
CARD9              9  139258408  139268133      6       2  660862      -1.9061   -0.00015148      -1.9059
SNAPC4             9  139270021  139294655     30       4  673414     -0.63037   -0.00015148     -0.63022
SDCCAG3            9  139296374  139305054     16       4  689191     -0.33453   -0.00015148     -0.33438
PMPCA              9  139305110  139318213      8       2  691866     -0.18687   -0.00015148     -0.18672
INPP5E             9  139323067  139334305     10       2  689644      -1.4072   -0.00015148       -1.407
SEC16A             9  139334548  139379297     26       4  668398     -0.92678   -0.00015148     -0.92663
C9orf163           9  139377947  139380519      1       1  685401      -1.5107   -0.00015148      -1.5105
NOTCH1             9  139388896  139440238     31       9  605818     -0.49368   -0.00015148     -0.49353
EGFL7              9  139553308  139567130      4       2  613831      0.43674   -0.00015148      0.43689
AGPAT2             9  139567595  139581911      7       3  600038      0.86748   -0.00015148      0.86763
FAM69B             9  139607024  139619170      5       2  617114     -0.60668   -0.00015148     -0.60653
LCN10              9  139632619  139637411      3       1  637367     -0.95339   -0.00015148     -0.95324
LCN6               9  139638469  139642980      3       2  653993      -1.5518   -0.00015148      -1.5516
LCN8               9  139648838  139652995      5       2  680519       -3.488   -0.00015148      -3.4879
LCN15              9  139654086  139658965      3       1  671056      -1.8795   -0.00015148      -1.8793
TMEM141            9  139685777  139687769      3       1  681420      -0.5505   -0.00015148     -0.55035
CCDC183            9  139690033  139702364     13       3  674373      -1.4561   -0.00015148      -1.4559
RABL6              9  139702374  139735639     10       1  671885      -1.0689   -0.00015148      -1.0687
C9orf172           9  139735733  139741884      1       1  672346      -1.6686   -0.00015148      -1.6684
MAMDC4             9  139746819  139755251      3       1  684063      -2.5759   -0.00015148      -2.5757
TRAF2              9  139776341  139821853     25       2  687877      -2.5126   -0.00015148      -2.5125
FBXW5              9  139834885  139839298      1       1  624271     -0.61686   -0.00015148      -0.6167
C8G                9  139839333  139841426      1       1  661519      -1.1925   -0.00015148      -1.1924
LCN12              9  139844032  139849957      1       1  634726      -2.3808   -0.00015148      -2.3807
PRR31              9  139863796  139867332      3       1  670791       1.1248   -0.00015148       1.1249
PTGDS              9  139871898  139876194      3       1  683145      -2.0984   -0.00015148      -2.0983
LCNL1              9  139877445  139880210      4       1  678054      -2.8849   -0.00015148      -2.8847
ABCA2              9  139901686  139923374      6       3  701535     -0.54441   -0.00015148     -0.54426
C9orf139           9  139921916  139931234      4       1  653111     -0.73504   -0.00015148     -0.73489
FUT7               9  139924626  139927292      2       1  659089      -1.9968   -0.00015148      -1.9967
NPDC1              9  139933909  139941147      3       1  650345     -0.37828   -0.00015148     -0.37813
ENTPD2             9  139942550  139948503      1       1  681717      -1.7952   -0.00015148      -1.7951
SAPCD2             9  139956579  139965028      4       1  678229     -0.90101   -0.00015148     -0.90085
UAP1L1             9  139971944  139978990      1       1  688514     -0.69751   -0.00015148     -0.69736
MAN1B1             9  139981379  140003639     10       3  681433     -0.90928   -0.00015148     -0.90913
DPP7               9  140004992  140009204      2       1  649612     -0.29142   -0.00015148     -0.29126
GRIN1              9  140033609  140063214      2       1  663612      -1.8599   -0.00015148      -1.8597
ANAPC2             9  140069236  140083057      1       1  617280      -1.6626   -0.00015148      -1.6625
TPRN               9  140086069  140095163      1       1  596654      -2.0962   -0.00015148      -2.0961
PNPLA7             9  140354404  140445021     22       7  610206     -0.29899   -0.00015148     -0.29884
DPH7               9  140449354  140473387      8       2  659789       1.6921   -0.00015148       1.6923
ZMYND19            9  140476531  140484937      3       1  714910       1.2195   -0.00015148       1.2197
ARRDC1             9  140500092  140509812      3       1  689157      0.30004   -0.00015148      0.30019
EHMT1              9  140513444  140730579    119      11  660393       0.5189   -0.00015148      0.51905
CACNA1B            9  140772241  141019076     83       8  658463      -2.0246   -0.00015148      -2.0245
TUBB8             10      92828      95178      1       1  670910      -4.1061   -0.00015148      -4.1059
ZMYND11           10     180405     300577     95       9  674048      -2.2322   -0.00015148       -2.232
DIP2C             10     320130     735621    225      29  677064     -0.76879   -0.00015148     -0.76864
LARP4B            10     852854     977645     93       7  686879     -0.13052   -0.00015148     -0.13036
GTPBP4            10    1034349    1063708     40       5  691047       1.2842   -0.00015148       1.2843
IDI2              10    1064847    1071799     10       3  683253         1.98   -0.00015148       1.9802
IDI1              10    1085963    1095061      9       3  684534        1.584   -0.00015148       1.5842
WDR37             10    1095423    1178237     71      11  686016        2.004   -0.00015148       2.0041
ADARB2            10    1223253    1779670    729     117  681621      0.33044   -0.00015148      0.33059
PFKP              10    3109667    3178997    127      28  676963     -0.08904   -0.00015148    -0.088888
PITRM1            10    3179919    3215033     84      10  683953     -0.26333   -0.00015148     -0.26318
KLF6              10    3818188    3827473      6       3  677997     -0.27648   -0.00015148     -0.27633
AKR1E2            10    4868369    4890254     74       7  686494      -1.4733   -0.00015148      -1.4731
AKR1C1            10    5005454    5020158     10       2  692653     -0.61508   -0.00015148     -0.61493
AKR1C2            10    5029967    5060225     26       7  676300      -2.8027   -0.00015148      -2.8025
AKR1C3            10    5090958    5149878    114      17  680474      0.15803   -0.00015148      0.15818
AKR1C4            10    5238798    5260910     52       7  694165      0.72768   -0.00015148      0.72783
UCN3              10    5406976    5416169      5       1  691057     -0.10236   -0.00015148     -0.10221
TUBAL3            10    5435061    5446793     18       2  680419      0.18887   -0.00015148      0.18902
NET1              10    5454514    5501019     22       2  687622      0.27451   -0.00015148      0.27467
CALML3            10    5566924    5568231      3       2  609622      -0.1802   -0.00015148     -0.18004
ASB13             10    5680820    5708558     41      13  674326   -0.0093272   -0.00015148   -0.0091757
FAM208B           10    5726801    5807742     49       7  692181      -0.4563   -0.00015148     -0.45615
GDI2              10    5807186    5855512     18       3  694457      -1.1345   -0.00015148      -1.1343
ANKRD16           10    5903593    5931860     33       4  684466      -2.2474   -0.00015148      -2.2473
FBXO18            10    5931535    5979558     71       9  685049      -2.5149   -0.00015148      -2.5147
IL15RA            10    5994334    6020150     43      14  675343      -0.5528   -0.00015148     -0.55265
IL2RA             10    6052657    6104333     68      18  685370     -0.82924   -0.00015148     -0.82909
RBM17             10    6130949    6159422     16       4  681757     -0.33584   -0.00015148     -0.33569
PFKFB3            10    6186843    6277508     68      23  652295      0.38824   -0.00015148      0.38839
PRKCQ             10    6435558    6622254    208      38  683018    -0.092223   -0.00015148    -0.092072
SFMBT2            10    7200586    7453448    247      39  681167     -0.89844   -0.00015148     -0.89829
ITIH5             10    7601232    7708961    139      30  666196     -0.63219   -0.00015148     -0.63204
ITIH2             10    7745236    7791483     44      11  680037      -1.2115   -0.00015148      -1.2113
KIN               10    7792925    7829990     42       8  687123      -2.9107   -0.00015148      -2.9106
ATP5C1            10    7830093    7849764     20       3  690436      -1.8127   -0.00015148      -1.8125
TAF3              10    7860467    8057016    242      24  689292      -2.6213   -0.00015148      -2.6212
GATA3             10    8087294    8117164     30       5  672699        1.278   -0.00015148       1.2781
CELF2             10   10838851   11378674    717      89  684345     0.089775   -0.00015148     0.089927
USP6NL            10   11502509   11653679    131      13  687726     -0.19894   -0.00015148     -0.19879
ECHDC3            10   11784356   11806065     11       3  676262      -1.4321   -0.00015148      -1.4319
PROSER2           10   11865295   11914276     39      10  671053        -1.02   -0.00015148      -1.0198
UPF2              10   11962021   12085169    124      14  685272     -0.15816   -0.00015148     -0.15801
DHTKD1            10   12110916   12165227     24       5  685783      0.30259   -0.00015148      0.30274
SEC61A2           10   12171640   12211957     31       2  742209      -2.1346   -0.00015148      -2.1344
NUDT5             10   12209573   12238143     16       4  748145     -0.79491   -0.00015148     -0.79476
CDC123            10   12237961   12292589     42       7  777690      -1.2884   -0.00015148      -1.2883
CAMK1D            10   12391583   12871735    547      92  677097     -0.92924   -0.00015148     -0.92909
CCDC3             10   12938625   13141762    341      55  681039     0.044785   -0.00015148     0.044936
OPTN              10   13141425   13180291     31       7  687224      0.83554   -0.00015148      0.83569
MCM10             10   13203554   13253104     48      12  670900      -2.0053   -0.00015148      -2.0051
UCMA              10   13263771   13276331     14       4  676290      -1.3033   -0.00015148      -1.3032
PHYH              10   13319796   13342133     26       6  687903      -2.7746   -0.00015148      -2.7744
SEPHS1            10   13359428   13390298     39       4  681696      -1.6089   -0.00015148      -1.6087
BEND7             10   13480484   13570587    113      13  687800       1.8724   -0.00015148       1.8726
PRPF18            10   13628939   13672868     54       8  691323        2.389   -0.00015148       2.3891
FRMD4A            10   13685706   14372866    988     132  682542     -0.90168   -0.00015148     -0.90153
FAM107B           10   14560556   14816896    309      53  681839     -0.76656   -0.00015148     -0.76641
CDNF              10   14861251   14879983      6       2  685461      0.51183   -0.00015148      0.51198
HSPA14            10   14880159   14913740     11       3  688593     -0.40328   -0.00015148     -0.40312
SUV39H2           10   14920782   14946314     10       4  684718       1.0717   -0.00015148       1.0718
DCLRE1C           10   14948870   14996106     23       8  667589      0.38236   -0.00015148      0.38251
MEIG1             10   14996324   15014856     20       2  679684      0.46056   -0.00015148      0.46072
ACBD7             10   15057071   15130783     68      13  677596      -1.0583   -0.00015148      -1.0582
OLAH              10   15085895   15115851     28       7  675357      0.21559   -0.00015148      0.21574
C10orf111         10   15137384   15139318      2       1  677458     -0.59875   -0.00015148      -0.5986
RPP38             10   15139179   15146256      5       2  686130      -1.3196   -0.00015148      -1.3195
NMT2              10   15147771   15210703     49      10  676496     -0.37756   -0.00015148     -0.37741
FAM171A1          10   15253642   15413058    179      27  683060      -1.2476   -0.00015148      -1.2474
ITGA8             10   15557711   15762328    213      30  680718      -2.4487   -0.00015148      -2.4485
FAM188A           10   15820173   15902519     37       5  675867     -0.16774   -0.00015148     -0.16759
PTER              10   16478942   16555744     92      10  686693      0.94028   -0.00015148      0.94043
C1QL3             10   16555742   16564004      4       2  660210      -1.3763   -0.00015148      -1.3761
RSU1              10   16632615   16859509    233      42  680634       3.4833   -0.00015148       3.4835
CUBN              10   16865965   17171816    464      52  685055      -3.2177   -0.00015148      -3.2176
TRDMT1            10   17179828   17244093    105       6  681989       1.0312   -0.00015148       1.0313
VIM               10   17269934   17279592      5       2  702722     -0.39439   -0.00015148     -0.39424
ST8SIA6           10   17361282   17496408    186      24  687655      -3.9649   -0.00015148      -3.9648
HACD1             10   17631031   17659383     31       6  679738     -0.54808   -0.00015148     -0.54793
STAM              10   17686124   17758823    113      12  686841     -0.48523   -0.00015148     -0.48508
SLC39A12          10   18240768   18332221    117      21  677693      -1.1447   -0.00015148      -1.1445
CACNB2            10   18429373   18830688    521      71  690278       2.0567   -0.00015148       2.0568
NSUN6             10   18834264   18948180    112      11  687484    -0.054963   -0.00015148    -0.054812
ARL5B             10   18948264   18970568     18       5  680468      0.31703   -0.00015148      0.31718
MALRD1            10   19337700   20023407   1054      77  682978    -0.022683   -0.00015148    -0.022532
PLXDC2            10   20105118   20575199    655      63  685160       1.1783   -0.00015148       1.1784
NEBL              10   21068900   21463116    377      39  684536       1.0061   -0.00015148       1.0063
C10orf113         10   21414692   21435488     10       3  685065    0.0070492   -0.00015148    0.0072006
CASC10            10   21783421   21786213      1       1  679390       8.3196   -0.00015148       8.3198
SKIDA1            10   21802407   21814611      2       1  729483       5.5937   -0.00015148       5.5939
MLLT10            10   21813540   22032559     46       5  670403       6.8456   -0.00015148       6.8457
DNAJC1            10   22045477   22292679     71       5  677328       5.9113   -0.00015148       5.9115
EBLN1             10   22497743   22498912      2       1  785707      0.64341   -0.00015148      0.64356
SPAG6             10   22634345   22706539     32       2  612034     -0.63211   -0.00015148     -0.63196
PIP4K2A           10   22823766   23003503    245      20  686486       1.5644   -0.00015148       1.5645
ARMC3             10   23216954   23327452    107      13  682850       1.8845   -0.00015148       1.8847
MSRB2             10   23384427   23410942     34       6  682789      -1.6047   -0.00015148      -1.6046
PTF1A             10   23481460   23483181      2       1  664678         1.03   -0.00015148       1.0301
C10orf67          10   23605520   23633772     14       4  671611      0.13447   -0.00015148      0.13462
KIAA1217          10   23983675   24836772    862     101  680086       -4.138   -0.00015148      -4.1379
ARHGAP21          10   24872538   25012597     56       5  687639     -0.45259   -0.00015148     -0.45244
PRTFDC1           10   25137536   25242680    112      21  683857      -1.0613   -0.00015148      -1.0611
ENKUR             10   25270908   25351208     60       4  676629      -1.1398   -0.00015148      -1.1397
THNSL1            10   25305508   25315593      4       1  658268      -1.1876   -0.00015148      -1.1874
GPR158            10   25464290   25891158    504      34  678636      -1.1319   -0.00015148      -1.1317
MYO3A             10   26223002   26501465    339      14  690093      -1.8088   -0.00015148      -1.8086
GAD2              10   26505236   26593491     89       8  689350      0.15525   -0.00015148      0.15541
APBB1IP           10   26727253   26856732    134      22  711009      -1.0213   -0.00015148      -1.0212
PDSS1             10   26986353   27035727     42      10  683187     -0.40904   -0.00015148     -0.40889
ABI1              10   27035525   27150016    112      10  681936     -0.55704   -0.00015148     -0.55689
ANKRD26           10   27284054   27389427     67       9  688954       3.6838   -0.00015148        3.684
YME1L1            10   27399040   27443349     56       6  687333       4.0072   -0.00015148       4.0073
MASTL             10   27443753   27475848     35       4  686418       2.2782   -0.00015148       2.2784
ACBD5             10   27484143   27531068     57       6  676438       1.7943   -0.00015148       1.7945
ARMC4P1           10   27555336   27580347     22       5  679559       2.6588   -0.00015148       2.6589
PTCHD3            10   27687117   27703297     28       5  669333       3.2456   -0.00015148       3.2457
RAB18             10   27793103   27831166     22       4  679641      0.45199   -0.00015148      0.45215
MKX               10   27961803   28034778     68       8  686269      0.80965   -0.00015148       0.8098
ARMC4             10   28101095   28287977    130      12  684738       2.4582   -0.00015148       2.4583
MPP7              10   28339922   28591953    340      25  686839      -1.0014   -0.00015148      -1.0012
WAC               10   28821355   28912041     47       7  694294      -2.4696   -0.00015148      -2.4694
BAMBI             10   28966424   28971868      3       2  692390      0.57885   -0.00015148        0.579
C10orf126         10   29135337   29170827     47       5  682195      -1.1072   -0.00015148      -1.1071
LYZL1             10   29577980   29607158     55      11  682275      -0.1801   -0.00015148     -0.17995
SVIL              10   29746274   30025864    388      53  684592       -3.316   -0.00015148      -3.3158
KIAA1462          10   30301729   30348488     31       5  698456     -0.59145   -0.00015148      -0.5913
LOC101929256      10   30392875   30399829      7       2  680240       2.0067   -0.00015148       2.0069
MTPAP             10   30598730   30638267     29       4  689216     -0.63545   -0.00015148      -0.6353
MAP3K8            10   30722950   30750762     31       6  677885      -1.9297   -0.00015148      -1.9296
LYZL2             10   30900708   30918647     25       5  681165      -1.0739   -0.00015148      -1.0737
ZNF438            10   31133563   31320866    198      14  681589      0.27662   -0.00015148      0.27677
ZEB1              10   31607825   31818742     89       4  681654      -1.1127   -0.00015148      -1.1125
ARHGAP12          10   32094326   32217804     87       7  683466       2.1071   -0.00015148       2.1073
KIF5B             10   32297938   32345371     29       4  690600      -0.4128   -0.00015148     -0.41265
EPC1              10   32556644   32667726     67       6  687286     0.052493   -0.00015148     0.052644
CCDC7             10   32735057   33171805    288      14  681523      -0.9801   -0.00015148     -0.97995
ITGB1             10   33189246   33247293     52       8  688119      0.87449   -0.00015148      0.87465
NRP1              10   33466419   33623833    216      31  681989       1.6743   -0.00015148       1.6744
PARD3             10   34398488   35104253    654      44  686215       4.5413   -0.00015148       4.5415
CUL2              10   35297479   35379570     57       4  688010      -2.1986   -0.00015148      -2.1985
CREM              10   35415769   35501886     42       3  690560      -2.2759   -0.00015148      -2.2757
CCNY              10   35535953   35860848    167       9  687222      -3.3302   -0.00015148      -3.3301
GJD4              10   35894338   35897863      3       1  649920     -0.32325   -0.00015148      -0.3231
FZD8              10   35927177   35930362      1       1  549966       1.2435   -0.00015148       1.2436
ANKRD30A          10   37414785   37521495     27       4  690395      -1.6089   -0.00015148      -1.6087
MTRNR2L7          10   37890366   37891859      3       1  694991      0.88696   -0.00015148      0.88711
ZNF248            10   38065454   38147012     87       6  688297      0.34687   -0.00015148      0.34703
ZNF25             10   38238500   38265584     17       4  679917      0.38024   -0.00015148      0.38039
ZNF33A            10   38299578   38353946     33       6  686061      0.19248   -0.00015148      0.19263
ZNF37A            10   38383264   38412280     15       2  703805      -0.4218   -0.00015148     -0.42165
LOC101929373      10   42737971   42772290      3       1  685635      -2.5148   -0.00015148      -2.5146
ZNF33B            10   43084532   43134016     22       5  687009      -1.3325   -0.00015148      -1.3324
BMS1              10   43277954   43330385     49       7  691801      -2.4466   -0.00015148      -2.4465
RET               10   43572517   43625799     60       9  679122       1.3965   -0.00015148       1.3966
CSGALNACT2        10   43633893   43680756     29       5  689535     -0.95363   -0.00015148     -0.95348
RASGEF1A          10   43689983   43762367     62       8  681713      -1.7258   -0.00015148      -1.7257
FXYD4             10   43867092   43871783      2       1  688912      -0.5888   -0.00015148     -0.58865
HNRNPF            10   43881065   43904696     17       5  694398      0.37698   -0.00015148      0.37713
ZNF239            10   44051792   44070066     19       3  692786     0.020205   -0.00015148     0.020357
ZNF485            10   44101855   44113352     19       6  676534     0.035272   -0.00015148     0.035423
