# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
PAX6              11   31806340   31839509     16       3  247239      0.43714   -5.3413e-05       0.4372
RCN1              11   32112477   32127272     10       2  253163      -2.1331   -5.3413e-05       -2.133
WT1               11   32408789   32457104     68       9  248360     -0.44755   -5.3413e-05      -0.4475
EIF3M             11   32605313   32624037     12       3  241864       1.6429   -5.3413e-05        1.643
CCDC73            11   32623626   32816204    124       9  242623       1.1643   -5.3413e-05       1.1643
PRRG4             11   32851309   32879669     20       4  252352     -0.62838   -5.3413e-05     -0.62833
QSER1             11   32914792   33001816     20       3  239484       0.8755   -5.3413e-05      0.87555
DEPDC7            11   33037410   33055128     17       2  252109      -1.3584   -5.3413e-05      -1.3583
TCP11L1           11   33060963   33095109     44       5  247417     -0.40092   -5.3413e-05     -0.40087
CSTF3             11   33106130   33183037     47       4  244088      -1.8162   -5.3413e-05      -1.8161
HIPK3             11   33274406   33378569     50       5  242885      -1.2071   -5.3413e-05       -1.207
KIAA1549L         11   33563877   33695648    112      15  244225      -2.3172   -5.3413e-05      -2.3171
C11orf91          11   33719654   33722286      3       2  252746       1.4247   -5.3413e-05       1.4248
CD59              11   33724556   33758025     44       9  242979      0.97213   -5.3413e-05      0.97218
FBXO3             11   33762490   33796071     33       6  246270      0.90456   -5.3413e-05      0.90461
LMO2              11   33880122   33913836     40       9  246033     -0.23726   -5.3413e-05     -0.23721
CAPRIN1           11   34073230   34124157     41       3  242345    -0.056503   -5.3413e-05     -0.05645
NAT10             11   34127111   34172581     33       3  231210      0.15589   -5.3413e-05      0.15595
ABTB2             11   34172534   34379555    246      60  222531      -1.3962   -5.3413e-05      -1.3962
CAT               11   34460472   34493607     47       7  249290      -2.0411   -5.3413e-05       -2.041
ELF5              11   34500342   34535347     60      11  242671      -2.5498   -5.3413e-05      -2.5497
EHF               11   34642588   34684835     72      20  227998     -0.54738   -5.3413e-05     -0.54732
APIP              11   34903842   34937939     72       6  236589     -0.13238   -5.3413e-05     -0.13232
PDHX              11   34937677   35017675    117      10  246137     -0.79933   -5.3413e-05     -0.79928
CD44              11   35160417   35253949    127      28  244770      0.17472   -5.3413e-05      0.17478
SLC1A2            11   35272752   35441610    212      26  249115      -2.1833   -5.3413e-05      -2.1832
PAMR1             11   35453374   35551848    158      24  234928      0.61968   -5.3413e-05      0.61973
TRIM44            11   35684353   35830930     52       8  231802     -0.29579   -5.3413e-05     -0.29573
LDLRAD3           11   35965537   36253688    403      62  239361      -1.3536   -5.3413e-05      -1.3536
COMMD9            11   36293842   36310999     14       4  227102      -0.3559   -5.3413e-05     -0.35585
PRR5L             11   36317725   36486754    255      44  239678      -1.0541   -5.3413e-05      -1.0541
TRAF6             11   36505317   36531863     20       3  212717     -0.56675   -5.3413e-05      -0.5667
RAG1              11   36532053   36601312     36       8  240630      0.21472   -5.3413e-05      0.21477
RAG2              11   36613493   36619829      9       2  247515      -0.7805   -5.3413e-05     -0.78045
C11orf74          11   36616043   36680841    107       4  243871     -0.41289   -5.3413e-05     -0.41284
LRRC4C            11   40135524   41481186   1557     127  241243        -3.06   -5.3413e-05      -3.0599
API5              11   43333505   43366080     25      10  241526      -1.8144   -5.3413e-05      -1.8144
TTC17             11   43380435   43516483    100      17  243895     -0.93342   -5.3413e-05     -0.93337
HSD17B12          11   43702108   43878169    134      10  244502      0.24256   -5.3413e-05      0.24262
ALKBH3            11   43902357   43941825     53       8  242570      -2.1902   -5.3413e-05      -2.1902
ACCSL             11   44069531   44081527     17       4  191638       1.5328   -5.3413e-05       1.5329
ACCS              11   44087729   44105791     32       7  240212      0.03055   -5.3413e-05     0.030604
EXT2              11   44117099   44266980    123      14  243555      0.49827   -5.3413e-05      0.49832
ALX4              11   44282278   44331735     75      17  244954      0.79199   -5.3413e-05      0.79205
CD82              11   44587141   44641339     78      19  235258      -3.2608   -5.3413e-05      -3.2608
TSPAN18           11   44748731   44953978    282      47  237965      -1.9723   -5.3413e-05      -1.9722
TP53I11           11   44907454   44972919     80      17  232698      -2.1838   -5.3413e-05      -2.1837
PRDM11            11   45115564   45256675    120      19  244130     -0.39219   -5.3413e-05     -0.39214
LOC101060179      11   45234027   45236295      1       1  196744      -1.1926   -5.3413e-05      -1.1926
SYT13             11   45261853   45307884     65       8  249326      -1.4196   -5.3413e-05      -1.4195
CHST1             11   45669239   45687206     16       4  240322     -0.55146   -5.3413e-05     -0.55141
SLC35C1           11   45825623   45834568      8       4  238274    -0.028693   -5.3413e-05    -0.028639
CRY2              11   45868669   45904799     25       6  248547      0.39106   -5.3413e-05      0.39111
MAPK8IP1          11   45907047   45928016      5       2  247611        2.149   -5.3413e-05        2.149
PEX16             11   45931220   45939674      9       3  231594       3.7523   -5.3413e-05       3.7524
GYLTL1B           11   45943172   45950647      3       2  228082       2.9142   -5.3413e-05       2.9143
PHF21A            11   45950870   46142985    121       9  246631       3.7594   -5.3413e-05       3.7595
CREB3L1           11   46299189   46342972     14       4  239599      0.63002   -5.3413e-05      0.63007
DGKZ              11   46354455   46402104      8       2  252909     -0.25223   -5.3413e-05     -0.25218
AMBRA1            11   46417962   46615619     35       3  246415       -1.106   -5.3413e-05       -1.106
ATG13             11   46638826   46697569     10       2  249807     -0.66356   -5.3413e-05     -0.66351
ARHGAP1           11   46698625   46722215      7       3  224221      0.30906   -5.3413e-05      0.30911
ZNF408            11   46722317   46727466      1       1  197666       0.1611   -5.3413e-05      0.16116
F2                11   46740743   46761056     21       6  235507       2.1604   -5.3413e-05       2.1605
CKAP5             11   46765084   46867859     42       5  244510       1.1575   -5.3413e-05       1.1576
LRP4              11   46878268   46940173     30       4  246445       1.8793   -5.3413e-05       1.8793
C11orf49          11   46958240   47185932     95       8  248093       1.7449   -5.3413e-05        1.745
ARFGAP2           11   47185849   47199054      5       2  249066       2.5285   -5.3413e-05       2.5286
PACSIN3           11   47199073   47208010      5       2  252825       1.0439   -5.3413e-05        1.044
DDB2              11   47236493   47260769     21       5  241539       4.0126   -5.3413e-05       4.0126
ACP2              11   47260853   47270457      8       2  237736       2.2206   -5.3413e-05       2.2207
NR1H3             11   47269851   47290584     11       2  226771       4.2794   -5.3413e-05       4.2794
MADD              11   47290927   47351582     44       7  235617       4.5655   -5.3413e-05       4.5655
MYBPC3            11   47352957   47374253     23       8  233656       5.4257   -5.3413e-05       5.4258
SPI1              11   47376409   47400127     15       2  248332       5.8159   -5.3413e-05       5.8159
SLC39A13          11   47428683   47438051      6       2  225139       5.5916   -5.3413e-05       5.5916
PSMC3             11   47440320   47448024      9       3  252824       6.1761   -5.3413e-05       6.1762
RAPSN             11   47459308   47470730     11       2  247357       5.7578   -5.3413e-05       5.7578
CELF1             11   47487489   47574792     23       6  251712       5.3632   -5.3413e-05       5.3632
KBTBD4            11   47593749   47600567      1       1  253187      0.26168   -5.3413e-05      0.26174
NDUFS3            11   47600562   47606115      1       1  252199       4.6167   -5.3413e-05       4.6167
MTCH2             11   47638858   47664206      9       2  252808        5.689   -5.3413e-05       5.6891
AGBL2             11   47681143   47736928     22       3  242561       3.6626   -5.3413e-05       3.6627
FNBP4             11   47738055   47789012     15       2  247246       4.0702   -5.3413e-05       4.0702
NUP160            11   47799670   47870057     29       3  241320       4.0603   -5.3413e-05       4.0604
PTPRJ             11   48002101   48192394    111      12  246687       5.8623   -5.3413e-05       5.8624
OR4B1             11   48238362   48239291      3       2  253228       3.5214   -5.3413e-05       3.5215
OR4X1             11   48285413   48286330      3       2  252889       4.0512   -5.3413e-05       4.0512
OR4S1             11   48327775   48328704      1       1  196934      0.15998   -5.3413e-05      0.16003
OR4C3             11   48346493   48347482      1       1  253101     -0.46905   -5.3413e-05       -0.469
OR4A47            11   48510345   48511274      1       1  252283       3.5937   -5.3413e-05       3.5938
TRIM49B           11   49053152   49059529      3       1  251435     -0.54871   -5.3413e-05     -0.54866
TRIM64C           11   49075266   49080664      2       1  252086       3.2793   -5.3413e-05       3.2794
FOLH1             11   49168187   49230222     38       7  235024       4.8376   -5.3413e-05       4.8377
LOC101060256      11   49881567   49896588      3       1  253113       3.2857   -5.3413e-05       3.2857
OR4C13            11   49973943   49974971      1       1  253242     0.049036   -5.3413e-05     0.049089
OR4C12            11   50003009   50004071      1       1  253255       1.8771   -5.3413e-05       1.8771
OR4A5             11   51411378   51412448      1       1  253259     -0.64364   -5.3413e-05     -0.64358
OR4C46            11   51515282   51516211      2       1  225531       3.7971   -5.3413e-05       3.7971
TRIM48            11   55029658   55038595      2       1  248806       2.7353   -5.3413e-05       2.7353
OR4A16            11   55110677   55111663      3       1  249365       4.1021   -5.3413e-05       4.1022
OR4A15            11   55135360   55136394      2       1  249034       3.2009   -5.3413e-05        3.201
OR4C15            11   55321783   55322895      7       3  241895        3.504   -5.3413e-05       3.5041
OR4C16            11   55339604   55340536      4       2  221351      0.83091   -5.3413e-05      0.83096
OR4S2             11   55418380   55419315      1       1  233461       3.7012   -5.3413e-05       3.7012
OR4C6             11   55432643   55433572      1       1  248995      0.35803   -5.3413e-05      0.35808
OR5D13            11   55540914   55541858      1       1  248183       4.0327   -5.3413e-05       4.0328
OR5D14            11   55563032   55563976      1       1  249037      0.95037   -5.3413e-05      0.95042
OR5L1             11   55578943   55579878      1       1  248871     -0.11525   -5.3413e-05      -0.1152
OR5D18            11   55587106   55588047      1       1  199010       3.6628   -5.3413e-05       3.6629
OR5L2             11   55594695   55595630      1       1  250033      0.54734   -5.3413e-05      0.54739
OR5D16            11   55606228   55607214      3       2  247909     -0.27768   -5.3413e-05     -0.27763
TRIM51            11   55650773   55659286      1       1  192075      -1.5904   -5.3413e-05      -1.5904
OR5W2             11   55681126   55682058      6       2  250038       3.6701   -5.3413e-05       3.6702
OR5I1             11   55702932   55703876      6       2  240594       2.6608   -5.3413e-05       2.6609
OR5AS1            11   55797895   55798869      3       1  249067        2.374   -5.3413e-05        2.374
OR8I2             11   55860784   55861716      1       1  246828       2.3264   -5.3413e-05       2.3265
OR8H2             11   55872519   55873457      1       1  246817       2.4988   -5.3413e-05       2.4988
OR8H3             11   55889849   55890787      1       1  250039       2.4723   -5.3413e-05       2.4724
OR8J3             11   55904247   55905194      2       1  249517       3.9486   -5.3413e-05       3.9487
OR5J2             11   55944094   55945032      1       1  249015       3.7696   -5.3413e-05       3.7697
OR5T2             11   55999582   56000661      6       2  240873       4.3982   -5.3413e-05       4.3983
OR5T1             11   56043115   56044095      1       1  249961     -0.94202   -5.3413e-05     -0.94196
OR8H1             11   56057603   56058538      3       2  246644       1.0404   -5.3413e-05       1.0405
OR8K3             11   56085783   56086721      1       1  249943       3.8988   -5.3413e-05       3.8989
OR8K1             11   56113515   56114474      4       2  236987       2.6969   -5.3413e-05       2.6969
OR8J1             11   56127691   56128764      4       2  247976        4.399   -5.3413e-05        4.399
OR8U1             11   56143100   56144029      5       2  236537       1.4386   -5.3413e-05       1.4387
OR5R1             11   56184734   56185708      8       3  242724       3.6016   -5.3413e-05       3.6016
OR5M9             11   56229945   56230877      1       1  249923       3.2685   -5.3413e-05       3.2685
OR5M3             11   56236964   56238014      2       1  248532       1.8854   -5.3413e-05       1.8855
OR5M11            11   56309816   56310733      3       1  248460       2.5912   -5.3413e-05       2.5913
OR5M10            11   56344250   56345197      2       1  222377       3.2464   -5.3413e-05       3.2465
OR5AP2            11   56408965   56409915      1       1  250037       0.9867   -5.3413e-05      0.98676
OR5AR1            11   56431162   56432094      1       1  250025     -0.66804   -5.3413e-05     -0.66799
OR9G1             11   56467864   56468781      2       1  249634       2.1037   -5.3413e-05       2.1037
OR9G4             11   56510304   56511287      3       1  249978       1.3178   -5.3413e-05       1.3178
OR5AK2            11   56756389   56757318      1       1  253191       0.5534   -5.3413e-05      0.55345
LRRC55            11   56949221   56959188     17       4  252077       2.3381   -5.3413e-05       2.3381
APLNR             11   57001051   57004927      5       2  252131        2.857   -5.3413e-05        2.857
TNKS1BP1          11   57067103   57092485      8       3  247632       3.2029   -5.3413e-05       3.2029
SSRP1             11   57093459   57103351      4       1  247549       2.2202   -5.3413e-05       2.2203
P2RX3             11   57105841   57137549     21       3  251906       2.8085   -5.3413e-05       2.8086
PRG3              11   57144242   57148623      3       1  250258       1.4242   -5.3413e-05       1.4243
PRG2              11   57154834   57171420     21       4  251520       -0.442   -5.3413e-05     -0.44194
SLC43A3           11   57174427   57195053     10       4  222599       1.7082   -5.3413e-05       1.7083
RTN4RL2           11   57227926   57244384      4       1  251565      0.74517   -5.3413e-05      0.74522
SLC43A1           11   57252004   57283192     15       3  247770       1.2524   -5.3413e-05       1.2524
TIMM10            11   57295936   57298232      2       1  253184      0.94039   -5.3413e-05      0.94044
SMTNL1            11   57305044   57317747      4       1  252928       1.5112   -5.3413e-05       1.5113
UBE2L6            11   57319128   57335803     11       3  248326       1.6018   -5.3413e-05       1.6019
SERPING1          11   57365027   57382326      9       2  245222       2.0443   -5.3413e-05       2.0443
YPEL4             11   57412560   57417417      2       1  250325       2.7769   -5.3413e-05        2.777
CLP1              11   57425216   57429337      1       1  251238        3.123   -5.3413e-05       3.1231
ZDHHC5            11   57435223   57468659     21       4  249519       3.1973   -5.3413e-05       3.1973
MED19             11   57471182   57479804      1       1  253235      -1.1396   -5.3413e-05      -1.1395
TMX2              11   57479995   57508445      6       2  252918       2.5272   -5.3413e-05       2.5272
C11orf31          11   57508722   57510883      1       1  253173      -1.1604   -5.3413e-05      -1.1604
CTNND1            11   57520756   57586652     27       4  245985       3.3331   -5.3413e-05       3.3332
OR9Q1             11   57791353   57949059    189      21  241327       1.2201   -5.3413e-05       1.2201
OR6Q1             11   57798425   57799378      3       1  252468       2.1987   -5.3413e-05       2.1988
OR1S1             11   57982217   57983194      6       1  244006    -0.064263   -5.3413e-05     -0.06421
OR10Q1            11   57995354   57996390      1       1  230591      -1.0301   -5.3413e-05      -1.0301
OR10W1            11   58034264   58035732      1       1  253239       1.4481   -5.3413e-05       1.4481
OR5B17            11   58125598   58126542      2       1  252146       1.7404   -5.3413e-05       1.7404
OR5B3             11   58169938   58170882      8       1  213795        1.758   -5.3413e-05        1.758
OR5B2             11   58189738   58190786      3       1  252939       2.1843   -5.3413e-05       2.1844
OR5B12            11   58206593   58207646      1       1  198717       2.4534   -5.3413e-05       2.4534
LPXN              11   58294344   58345688     29       5  231655       1.7091   -5.3413e-05       1.7092
ZFP91             11   58346587   58389023     29       6  238532       1.4105   -5.3413e-05       1.4106
CNTF              11   58390146   58393206      2       1  225509      0.25331   -5.3413e-05      0.25336
GLYAT             11   58476230   58499447     33       4  220579     -0.12705   -5.3413e-05       -0.127
GLYATL2           11   58601538   58611997     13       1  252606     -0.91689   -5.3413e-05     -0.91683
GLYATL1           11   58695102   58724543     42       6  219626      -1.8224   -5.3413e-05      -1.8224
FAM111B           11   58874658   58894888      8       3  218406     -0.76016   -5.3413e-05      -0.7601
FAM111A           11   58910219   58922512     12       3  218261      -1.7565   -5.3413e-05      -1.7565
DTX4              11   58939812   58976060     28       5  241481      -2.3006   -5.3413e-05      -2.3006
MPEG1             11   58975983   58980494      5       2  252830      -1.9441   -5.3413e-05       -1.944
OR5AN1            11   59131932   59132867      1       1  252170      -1.3284   -5.3413e-05      -1.3284
OR5A2             11   59189452   59190426      2       1  252896       1.1938   -5.3413e-05       1.1939
OR5A1             11   59210642   59211589      3       1  252922      -1.4375   -5.3413e-05      -1.4374
OR4D6             11   59224434   59225378      5       2  246234      -1.9627   -5.3413e-05      -1.9626
OR4D11            11   59271049   59271984      1       1  248006      -1.7698   -5.3413e-05      -1.7697
OR4D9             11   59282386   59283330      1       1  222160     -0.27036   -5.3413e-05     -0.27031
OSBP              11   59341871   59383617     19       3  232300      0.96329   -5.3413e-05      0.96334
PATL1             11   59404189   59436513      7       2  242123       0.7962   -5.3413e-05      0.79625
OR10V1            11   59480389   59481318      3       2  220738      0.84665   -5.3413e-05       0.8467
STX3              11   59522479   59573355     40       3  240525      0.85464   -5.3413e-05      0.85469
MRPL16            11   59573608   59578345      3       2  230941      -1.4085   -5.3413e-05      -1.4085
GIF               11   59596746   59612974      1       1  227277       2.2605   -5.3413e-05       2.2606
TCN1              11   59620281   59634041      5       2  220972      0.48399   -5.3413e-05      0.48404
OOSP2             11   59807748   59815517      6       3  244385     0.060894   -5.3413e-05     0.060948
MS4A3             11   59824101   59838588     17       4  242238      -1.3884   -5.3413e-05      -1.3883
MS4A2             11   59855734   59865940     14       2  248842      -1.9084   -5.3413e-05      -1.9083
MS4A6A            11   59939080   59952139     14       2  248323      -1.7252   -5.3413e-05      -1.7251
MS4A4E            11   59968726   60010575     51       6  224562     -0.74455   -5.3413e-05     -0.74449
MS4A4A            11   60048014   60076445     33       8  218897      0.91134   -5.3413e-05      0.91139
MS4A6E            11   60102355   60108441     16       5  237510     -0.69285   -5.3413e-05     -0.69279
MS4A7             11   60145949   60163427     18       3  241616      0.87196   -5.3413e-05      0.87201
MS4A14            11   60163487   60185229     38       4  239793       1.0416   -5.3413e-05       1.0416
MS4A5             11   60197062   60215265     17       5  233060      0.95461   -5.3413e-05      0.95466
MS4A1             11   60223251   60238225     20       5  246790     -0.61213   -5.3413e-05     -0.61207
MS4A12            11   60260251   60274903     21       2  248448      -2.1268   -5.3413e-05      -2.1267
MS4A13            11   60282886   60310194     26       3  248404     -0.42715   -5.3413e-05      -0.4271
MS4A8             11   60467046   60483284      6       2  210242      -1.4506   -5.3413e-05      -1.4505
MS4A18            11   60501077   60506416      3       1  246593      0.44563   -5.3413e-05      0.44569
MS4A15            11   60524340   60544204     19       8  188194     -0.54854   -5.3413e-05     -0.54849
MS4A10            11   60552821   60568778     24       4  245798     -0.59419   -5.3413e-05     -0.59414
CCDC86            11   60609429   60618561     10       3  246378     -0.80376   -5.3413e-05      -0.8037
PTGDR2            11   60618398   60623444      2       1  251861     -0.41304   -5.3413e-05     -0.41298
ZP1               11   60635015   60643164      7       2  244633     -0.77654   -5.3413e-05     -0.77649
PRPF19            11   60658019   60674061      8       2  223398      -1.1162   -5.3413e-05      -1.1162
TMEM109           11   60681351   60690915      2       1  253208      -1.3124   -5.3413e-05      -1.3123
TMEM132A          11   60691913   60704631     15       2  240763      -1.1164   -5.3413e-05      -1.1163
SLC15A3           11   60704555   60719257     13       3  249516     -0.86341   -5.3413e-05     -0.86336
CD6               11   60739113   60787849     31      11  240385      0.82438   -5.3413e-05      0.82443
CD5               11   60869930   60895324     24       5  245119      -1.2941   -5.3413e-05       -1.294
VPS37C            11   60897728   60928916     57       4  226611     -0.88446   -5.3413e-05     -0.88441
PGA5              11   61008644   61018929      1       1  244744       1.0934   -5.3413e-05       1.0935
VWCE              11   61025758   61062788      3       1  252515      0.45352   -5.3413e-05      0.45357
DDB1              11   61066919   61100691      3       2  120883      0.86744   -5.3413e-05       0.8675
TKFC              11   61100654   61120898      1       1  122338     -0.60515   -5.3413e-05      -0.6051
CYB561A3          11   61116220   61129755      1       1  253044      0.61086   -5.3413e-05      0.61092
TMEM138           11   61129473   61136977      1       1  253048      0.59562   -5.3413e-05      0.59567
TMEM216           11   61159832   61166335      2       1  251805     -0.25621   -5.3413e-05     -0.25615
CPSF7             11   61170120   61197464      8       2  235402    -0.069217   -5.3413e-05    -0.069164
SDHAF2            11   61197514   61214239      6       1  252872    -0.063202   -5.3413e-05    -0.063148
PPP1R32           11   61248585   61258400      6       2  248882      0.25355   -5.3413e-05       0.2536
LRRC10B           11   61276272   61278490      2       1  253187      0.80295   -5.3413e-05        0.803
SYT7              11   61281188   61348523     20       6  204227       1.0386   -5.3413e-05       1.0386
DAGLA             11   61447905   61514474     35       7  239012     -0.92045   -5.3413e-05      -0.9204
MYRF              11   61520121   61555990     23       6  235958        1.947   -5.3413e-05        1.947
TMEM258           11   61556602   61560085      5       3  214681       2.5175   -5.3413e-05       2.5176
FEN1              11   61560109   61564716      3       2  235119       2.7752   -5.3413e-05       2.7752
FADS1             11   61567097   61584529      9       1  243549       2.9354   -5.3413e-05       2.9354
FADS2             11   61583675   61634826     33       7  234080       2.9456   -5.3413e-05       2.9456
FADS3             11   61640998   61659006      9       3  231327       2.4255   -5.3413e-05       2.4255
RAB3IL1           11   61664706   61713747     32      10  224380       1.2603   -5.3413e-05       1.2603
BEST1             11   61717356   61731935     11       3  242949      0.32691   -5.3413e-05      0.32697
FTH1              11   61731757   61735132      1       1  203434      -0.9716   -5.3413e-05     -0.97155
INCENP            11   61891445   61920635     37       4  238728      -1.1439   -5.3413e-05      -1.1438
SCGB1D1           11   61957710   61961009      8       3  239883      -1.1664   -5.3413e-05      -1.1663
SCGB2A1           11   61976140   61981411      2       1  251674    0.0090731   -5.3413e-05    0.0091265
SCGB1D2           11   62009102   62012280      4       2  253124      -1.2204   -5.3413e-05      -1.2203
SCGB2A2           11   62037630   62040628      4       2  224747       1.7464   -5.3413e-05       1.7465
SCGB1D4           11   62063754   62066536      3       1  226895      -1.9625   -5.3413e-05      -1.9625
ASRGL1            11   62104774   62160887     38       6  245299      -1.9996   -5.3413e-05      -1.9996
SCGB1A1           11   62186507   62190678      3       1  239966      -2.4213   -5.3413e-05      -2.4212
AHNAK             11   62201014   62314332     82      18  196135      -1.8232   -5.3413e-05      -1.8231
EEF1G             11   62327073   62341460      5       1  249678       0.9755   -5.3413e-05      0.97556
TUT1              11   62341431   62359109      3       1  243018      0.80471   -5.3413e-05      0.80476
MTA2              11   62360675   62369312      4       1  232791       1.3629   -5.3413e-05       1.3629
EML3              11   62369690   62380492      3       1  242322       1.5103   -5.3413e-05       1.5104
ROM1              11   62380213   62382592      1       1  250888       0.5594   -5.3413e-05      0.55945
B3GAT3            11   62382768   62389647      1       1  209806     -0.64676   -5.3413e-05      -0.6467
GANAB             11   62392298   62414198      6       2  218973      0.44818   -5.3413e-05      0.44823
INTS5             11   62414320   62420774      1       1   99452    -0.018001   -5.3413e-05    -0.017948
LBHD1             11   62430289   62439241     10       2  236238       1.3935   -5.3413e-05       1.3935
METTL12           11   62432725   62434923      2       1  250339       1.4047   -5.3413e-05       1.4047
UQCC3             11   62439126   62441162      2       1  251430       1.4695   -5.3413e-05       1.4695
LRRN4CL           11   62453874   62457371      1       1  244664      -0.5464   -5.3413e-05     -0.54635
BSCL2             11   62457734   62477091      7       1  251985     -0.28898   -5.3413e-05     -0.28893
HNRNPUL2          11   62480097   62494857      5       1  246118     -0.49134   -5.3413e-05     -0.49128
TTC9C             11   62495545   62506110      3       1  252665     -0.33331   -5.3413e-05     -0.33325
ZBTB3             11   62518435   62521656      1       1  231445     -0.54686   -5.3413e-05      -0.5468
POLR2G            11   62529011   62534187      3       1  235915      -1.3739   -5.3413e-05      -1.3738
TAF6L             11   62538775   62554814      5       2  235657      -1.3444   -5.3413e-05      -1.3444
TMEM179B          11   62554281   62557872      1       1  197755     -0.21498   -5.3413e-05     -0.21493
NXF1              11   62559597   62572964      3       1  252420      -2.8247   -5.3413e-05      -2.8246
STX5              11   62574332   62599563     10       1  242126      -1.9889   -5.3413e-05      -1.9888
WDR74             11   62600380   62608044     10       2  245882       -1.563   -5.3413e-05       -1.563
SLC3A2            11   62623484   62656355     10       3  235051      -1.2487   -5.3413e-05      -1.2486
CHRM1             11   62676151   62689012      8       4  212117      -1.6331   -5.3413e-05       -1.633
SLC22A6           11   62744069   62752495      8       3  240384      -1.3398   -5.3413e-05      -1.3398
SLC22A8           11   62760296   62783317     13       5  211532      -2.0509   -5.3413e-05      -2.0509
SLC22A24          11   62847412   62911693     55       4  247516     -0.90967   -5.3413e-05     -0.90961
SLC22A25          11   62930523   63005415     36       4  229504      -1.2953   -5.3413e-05      -1.2952
SLC22A10          11   63057372   63079246     19       1  252068      -1.6101   -5.3413e-05        -1.61
SLC22A9           11   63137142   63177731     26       5  223712     -0.39189   -5.3413e-05     -0.39184
HRASLS5           11   63228876   63258680     15       4  237436    0.0098032   -5.3413e-05    0.0098566
LGALS12           11   63273524   63284246     13       4  210731     -0.47645   -5.3413e-05     -0.47639
RARRES3           11   63304273   63313930      1       1  239859    -0.078128   -5.3413e-05    -0.078075
HRASLS2           11   63320242   63330855      4       1  236604     0.094748   -5.3413e-05     0.094802
PLA2G16           11   63341934   63381941     17       6  196645      -2.0294   -5.3413e-05      -2.0294
ATL3              11   63391554   63439533     12       2  241821     -0.46895   -5.3413e-05      -0.4689
RTN3              11   63448922   63527363     24       3  238432      -0.5999   -5.3413e-05     -0.59984
C11orf84          11   63580846   63595190     12       2  224686       1.0728   -5.3413e-05       1.0728
MARK2             11   63606400   63678492     23       3  242901      -1.3927   -5.3413e-05      -1.3927
RCOR2             11   63678693   63684407      3       1  233437      -1.0712   -5.3413e-05      -1.0711
NAA40             11   63706442   63724799     13       2  248146      -1.9972   -5.3413e-05      -1.9972
COX8A             11   63742079   63744015      2       1  252684      -2.4932   -5.3413e-05      -2.4932
OTUB1             11   63753325   63765892      5       2  232089      -2.1732   -5.3413e-05      -2.1732
MACROD1           11   63766006   63933602    133      26  235334      -0.5179   -5.3413e-05     -0.51785
FLRT1             11   63803442   63886655     78      17  232221       -1.002   -5.3413e-05      -1.0019
STIP1             11   63952206   63972020      9       3  233421      0.33241   -5.3413e-05      0.33247
FERMT3            11   63974152   63991363      7       2  237405     -0.11596   -5.3413e-05     -0.11591
TRPT1             11   63991271   63993726      1       1  253135         -2.2   -5.3413e-05         -2.2
NUDT22            11   63993730   63997491      2       1  206829      0.15215   -5.3413e-05       0.1522
DNAJC4            11   63997594   64001753      3       1  251679     -0.84598   -5.3413e-05     -0.84593
VEGFB             11   64002056   64006736      1       1  251237      -1.7935   -5.3413e-05      -1.7935
FKBP2             11   64008413   64011607      2       1  244528       -1.354   -5.3413e-05      -1.3539
PPP1R14B          11   64011951   64014413      2       1  224499      -1.5795   -5.3413e-05      -1.5795
PLCB3             11   64018995   64036924      7       3  247930      -1.4371   -5.3413e-05       -1.437
BAD               11   64037300   64052176      4       2  251776      -1.8866   -5.3413e-05      -1.8866
KCNK4             11   64058774   64067503      2       1  225130      0.44195   -5.3413e-05      0.44201
TEX40             11   64067863   64072239      1       1  196787      -1.6795   -5.3413e-05      -1.6795
ESRRA             11   64072990   64084215      3       1  251738      -3.7893   -5.3413e-05      -3.7893
TRMT112           11   64084163   64085455      2       1  218397       1.2041   -5.3413e-05       1.2041
CCDC88B           11   64107690   64125006      6       2  232020     -0.16774   -5.3413e-05     -0.16769
RPS6KA4           11   64126625   64139687      4       1  239161     -0.14332   -5.3413e-05     -0.14327
SLC22A11          11   64323098   64339002      8       2  243424     -0.49495   -5.3413e-05     -0.49489
SLC22A12          11   64358113   64369825      9       1  222231      0.79978   -5.3413e-05      0.79984
NRXN2             11   64373646   64490660     51       4  237065      0.14521   -5.3413e-05      0.14526
RASGRP2           11   64494383   64512928      1       1  251992       2.9663   -5.3413e-05       2.9663
PYGM              11   64513861   64528187      7       2  240345       2.7987   -5.3413e-05       2.7988
SF1               11   64532076   64546515      5       1  253169       2.7991   -5.3413e-05       2.7992
MAP4K2            11   64556609   64570720      4       2  247568       2.6311   -5.3413e-05       2.6311
MEN1              11   64570986   64578766      1       1  237887       2.9771   -5.3413e-05       2.9771
CDC42BPG          11   64591661   64612041     17       3  203937      0.74932   -5.3413e-05      0.74937
EHD1              11   64620206   64647181     20       3  242918     -0.63893   -5.3413e-05     -0.63888
ATG2A             11   64662004   64684722      6       2  246166      -1.6294   -5.3413e-05      -1.6293
PPP2R5B           11   64692143   64701950      5       3  228270      -0.2627   -5.3413e-05     -0.26265
GPHA2             11   64701943   64703360      2       1  234012      0.14068   -5.3413e-05      0.14074
C11orf85          11   64705702   64739565     17       3  240704     -0.66901   -5.3413e-05     -0.66895
