# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
WDR27              6  169857303  170102159    936      43  243076     -0.44689    0.00072216     -0.44762
C6orf120           6  170102238  170106402     10       6  238357      0.97683    0.00072216      0.97611
PHF10              6  170104001  170124106     45      13  242337       1.9099    0.00072216       1.9091
TCTE3              6  170140215  170151638     40       9  245213      0.35698    0.00072216      0.35625
ERMARD             6  170151718  170181680    109      16  250684      0.53185    0.00072216      0.53113
DLL1               6  170591288  170599815     20       6  213848       2.1947    0.00072216        2.194
FAM120B            6  170615812  170716155    341      28  236185       1.4623    0.00072216       1.4616
PSMB1              6  170844204  170862417     57       9  255338      0.41223    0.00072216      0.41151
TBP                6  170863384  170881958     37       6  258668      0.44805    0.00072216      0.44733
PDCD2              6  170884660  170893780     24       5  262412       0.6728    0.00072216      0.67208
FAM20C             7     192969     300740    213      44  224445      -1.0871    0.00072216      -1.0878
WI2-2373I1.2       7     330136     334388      1       1  195653       1.5489    0.00072216       1.5482
PDGFA              7     536895     559481     76      14  195462      0.15787    0.00072216      0.15715
PRKAR1B            7     588834     767313    697      61  214258      0.54126    0.00072216      0.54053
DNAAF5             7     766338     826116    321      28  227701      0.13099    0.00072216      0.13027
SUN1               7     855194     914557    335      34  237180       1.3213    0.00072216       1.3206
GET4               7     916191     936073    113      28  221867      0.94874    0.00072216      0.94802
ADAP1              7     937537     995208    307      54  221638     -0.21854    0.00072216     -0.21926
COX19              7    1004486    1015235     58      19  237321      0.20516    0.00072216      0.20444
CYP2W1             7    1020100    1029276     41      14  240912     -0.64618    0.00072216     -0.64691
C7orf50            7    1036623    1177911    881      44  235067      -1.4977    0.00072216      -1.4984
GPR146             7    1084218    1098905    128      22  239810      -1.0464    0.00072216      -1.0471
GPER1              7    1126443    1133451     37      14  236302     -0.18287    0.00072216     -0.18359
ZFAND2A            7    1192543    1199855     57      15  227593      -1.8265    0.00072216      -1.8273
UNCX               7    1272654    1276613      7       3  216545      0.98683    0.00072216      0.98611
MICALL2            7    1473995    1499138     91      14  238735      0.58884    0.00072216      0.58812
INTS1              7    1509913    1544018    129       9  236618      -1.0374    0.00072216      -1.0382
MAFK               7    1570368    1582679     43       8  247997     -0.43909    0.00072216     -0.43981
TMEM184A           7    1581871    1596066     63       8  226144     -0.64077    0.00072216      -0.6415
PSMG3              7    1606968    1609668     11       3  251221      -1.6652    0.00072216      -1.6659
ELFN1              7    1748798    1787590    128      28  224394      -1.2234    0.00072216      -1.2241
MAD1L1             7    1855428    2272583   2315      48  235747     -0.54569    0.00072216     -0.54641
FTSJ2              7    2273830    2281840     30      12  240623       0.3271    0.00072216      0.32638
NUDT1              7    2281857    2290780     52      15  244565      0.39064    0.00072216      0.38992
SNX8               7    2291405    2354099    226      43  233242     -0.40946    0.00072216     -0.41019
EIF3B              7    2394474    2420380     82      13  243231       1.6366    0.00072216       1.6359
CHST12             7    2443195    2474242     66      14  249991      0.37426    0.00072216      0.37354
GRIFIN             7    2514772    2516489      3       2  243371      0.23883    0.00072216       0.2381
LFNG               7    2552163    2568811     43      16  232433     -0.48683    0.00072216     -0.48756
BRAT1              7    2577444    2595392     94      17  241583      0.09269    0.00072216     0.091968
IQCE               7    2598617    2654368    309      33  241472       -1.695    0.00072216      -1.6957
TTYH3              7    2671603    2704436     87      22  222033       1.0809    0.00072216       1.0802
AMZ1               7    2719163    2755069    172      39  228544     -0.16561    0.00072216     -0.16633
GNA12              7    2767739    2883963    563      31  237041      0.35138    0.00072216      0.35066
CARD11             7    2945709    3083579    644      91  232861     -0.47953    0.00072216     -0.48026
SDK1               7    3341080    4308632   5279     163  235869       1.5756    0.00072216       1.5748
FOXK1              7    4721930    4811074    296      53  231014      0.45631    0.00072216      0.45559
AP5Z1              7    4815262    4834026    108      12  245640     -0.12867    0.00072216     -0.12939
RADIL              7    4838736    4923335    392      36  243850     -0.91807    0.00072216     -0.91879
PAPOLB             7    4897369    4901625     15       4  250466      -1.3361    0.00072216      -1.3368
MMD2               7    4931876    4998844    242      35  245139    -0.035408    0.00072216     -0.03613
RBAK               7    5085452    5109119    100      18  244964      0.17637    0.00072216      0.17564
RBAK-RBAKDN        7    5085452    5112854    116      19  245220      0.19747    0.00072216      0.19675
WIPI2              7    5229835    5273486    184      35  247376      -1.6423    0.00072216       -1.643
SLC29A4            7    5322561    5343704    124      25  240787       2.6749    0.00072216       2.6742
TNRC18             7    5346421    5463177    410      69  236203       3.4488    0.00072216       3.4481
FBXL18             7    5515428    5553423    193      28  242960      0.58533    0.00072216      0.58461
ACTB               7    5566779    5570232     15       6  235544       1.9832    0.00072216       1.9824
FSCN1              7    5632436    5646287     57      14  249299     -0.82053    0.00072216     -0.82125
RNF216             7    5659672    5821361    704      42  236025       2.6105    0.00072216       2.6098
OCM                7    5920429    5925994     37      11  238752       1.4705    0.00072216       1.4697
CCZ1               7    5938341    5965605     24       8  241010       2.0769    0.00072216       2.0762
RSPH10B            7    5965777    6010322      4       2  231702      0.22841    0.00072216      0.22768
PMS2               7    6012870    6048737    120      24  248275      0.54427    0.00072216      0.54355
AIMP2              7    6048882    6063465     80      19  250241       1.3606    0.00072216       1.3599
EIF2AK1            7    6061878    6098860    167      27  249789     -0.86961    0.00072216     -0.87033
ANKRD61            7    6071007    6076183     19      10  233145      -1.4153    0.00072216       -1.416
USP42              7    6144550    6201195    232      33  243679       2.8908    0.00072216       2.8901
CYTH3              7    6201407    6312242    319      28  232577       2.7336    0.00072216       2.7329
FAM220A            7    6369040    6388590     70      17  212761       1.7762    0.00072216       1.7755
RAC1               7    6414126    6443598    145      26  244789       1.3711    0.00072216       1.3704
DAGLB              7    6448747    6487837    200      29  242337       1.2536    0.00072216       1.2529
KDELR2             7    6500712    6523849     79      15  251056       1.9211    0.00072216       1.9204
GRID2IP            7    6536409    6591067    184      46  230962       2.7284    0.00072216       2.7276
ZDHHC4             7    6617065    6628610     37       7  248331      0.77855    0.00072216      0.77783
C7orf26            7    6629681    6648357     68      10  250691       3.1066    0.00072216       3.1058
ZNF853             7    6655398    6663921     29       8  251582       2.3152    0.00072216       2.3144
ZNF316             7    6676953    6697910     70      17  246816      0.89036    0.00072216      0.88963
ZNF12              7    6728064    6746566     49      14  245131       2.3117    0.00072216        2.311
CCZ1B              7    6838566    6865926      1       1  241385     -0.75435    0.00072216     -0.75508
C1GALT1            7    7222178    7288282    420      26  245785      -1.8711    0.00072216      -1.8718
COL28A1            7    7398244    7575460    833      34  233700      -0.5163    0.00072216     -0.51702
MIOS               7    7606522    7647112    188      27  237577      -2.3755    0.00072216      -2.3762
RPA3               7    7676347    7758238    302      26  248607     -0.22828    0.00072216       -0.229
UMAD1              7    7680342    7918854   1168     116  246396      0.76832    0.00072216       0.7676
GLCCI1             7    8008374    8128710    424      32  243551       4.4437    0.00072216        4.443
ICA1               7    8152814    8302242    639      86  239930     -0.15641    0.00072216     -0.15713
NXPH1              7    8473585    8792593   1412      88  240254     -0.51856    0.00072216     -0.51928
NDUFA4             7   10971580   10979813     32      11  244326     -0.28061    0.00072216     -0.28134
PHF14              7   11013495   11209250    526      26  248135      -1.1814    0.00072216      -1.1822
THSD7A             7   11410062   11871824   2016     137  240670       1.3857    0.00072216        1.385
TMEM106B           7   12250848   12276890    176      14  248237      0.82819    0.00072216      0.82747
VWDE               7   12370509   12443852    350      29  251323       1.5597    0.00072216       1.5589
SCIN               7   12609989   12693228    338      51  244504     -0.83204    0.00072216     -0.83276
ARL4A              7   12726452   12730559     19       8  253707      -1.3701    0.00072216      -1.3708
ETV1               7   13930854   14031050    420      59  247114      0.62942    0.00072216       0.6287
DGKB               7   14184674   14943281   2795     163  242647         1.89    0.00072216       1.8893
AGMO               7   15239943   15601640   1378      95  243265      -1.4798    0.00072216      -1.4805
MEOX2              7   15650837   15726308    289      36  247684        -1.55    0.00072216      -1.5507
ISPD               7   16127152   16460947   1337      64  238706       -2.114    0.00072216      -2.1147
SOSTDC1            7   16501106   16505562     19       5  251609      -1.5098    0.00072216      -1.5105
LRRC72             7   16566505   16621114    226      42  246259      -3.2712    0.00072216       -3.272
ANKMY2             7   16639401   16685442    188      26  218879      0.23218    0.00072216      0.23146
BZW2               7   16685759   16746148    182      25  234019      -1.4492    0.00072216        -1.45
TSPAN13            7   16793351   16824161    121      22  232253       1.1579    0.00072216       1.1572
AGR2               7   16831437   16844738     65      15  247986      0.47871    0.00072216      0.47799
AGR3               7   16899030   16921613     82      20  232815      0.33373    0.00072216      0.33301
AHR                7   17338276   17385775     80      25  224841       0.9712    0.00072216      0.97048
SNX13              7   17830385   17980141    359      27  247964      0.78256    0.00072216      0.78184
PRPS1L1            7   18066397   18067486      2       1  265587      0.52605    0.00072216      0.52532
HDAC9              7   18126572   19039135   2867     209  238449      -1.6245    0.00072216      -1.6253
TWIST1             7   19039315   19157295    321      27  225584     -0.60895    0.00072216     -0.60967
FERD3L             7   19180618   19185044     16       4  177455      0.27045    0.00072216      0.26973
TWISTNB            7   19735085   19748660     46      12  243302      -0.6928    0.00072216     -0.69353
TMEM196            7   19758938   19812404    222      25  247840      -1.9379    0.00072216      -1.9387
MACC1              7   20174278   20257013    272      28  240127     -0.44379    0.00072216     -0.44451
ITGB8              7   20370345   20455382    347      25  254208       1.0885    0.00072216       1.0878
ABCB5              7   20655245   20796637    585      47  243608     -0.91963    0.00072216     -0.92035
SP8                7   20821894   20826508      7       3  234985      -1.3819    0.00072216      -1.3826
SP4                7   21467689   21554440    349      38  239672       3.7287    0.00072216        3.728
DNAH11             7   21582833   21941451   1901     153  242213       1.9435    0.00072216       1.9428
CDCA7L             7   21940517   21985542    202      42  231480      -1.9514    0.00072216      -1.9521
RAPGEF5            7   22157908   22396751    834      68  246415     0.052303    0.00072216     0.051581
STEAP1B            7   22459063   22539901    388      50  233268     -0.10125    0.00072216     -0.10197
IL6                7   22766766   22771621     18       7  244742      -1.2809    0.00072216      -1.2816
TOMM7              7   22852251   22862471     71      10  253962     -0.58814    0.00072216     -0.58886
FAM126A            7   22980878   23053814    233      26  250411       -1.658    0.00072216      -1.6587
KLHL7              7   23145353   23215040    241      18  246044     -0.59087    0.00072216     -0.59159
NUPL2              7   23221446   23240630     72       9  242720     -0.49373    0.00072216     -0.49445
GPNMB              7   23286305   23314729    131       9  219458     -0.92787    0.00072216      -0.9286
MALSU1             7   23338940   23349180     33       9  218350       -0.413    0.00072216     -0.41373
IGF2BP3            7   23349828   23509995    487      74  233455      0.93143    0.00072216      0.93071
TRA2A              7   23544399   23571656     69      21  237870      0.34746    0.00072216      0.34674
CCDC126            7   23636998   23684327    106      22  235620       1.5944    0.00072216       1.5937
FAM221A            7   23719231   23742269    104      23  243398      0.89451    0.00072216      0.89379
STK31              7   23749786   23872132    524      37  243313      -0.1775    0.00072216     -0.17822
NPY                7   24323807   24331484     40      11  251997      -1.1019    0.00072216      -1.1026
MPP6               7   24613007   24733322    424      16  250459      -0.9818    0.00072216     -0.98253
DFNA5              7   24737974   24797639    266      25  249629     -0.79534    0.00072216     -0.79606
OSBPL3             7   24836159   25019818    730     100  237667     -0.12366    0.00072216     -0.12439
CYCS               7   25158270   25164980     20      11  228588     -0.56642    0.00072216     -0.56715
C7orf31            7   25164819   25219966    275      21  244081      -2.1322    0.00072216      -2.1329
NPVF               7   25264189   25268105     29       9  243240      -1.3764    0.00072216      -1.3771
LOC646588          7   25694948   25702806     25       6  236666      0.79796    0.00072216      0.79724
NFE2L3             7   26191847   26226757     91      17  246189       1.2025    0.00072216       1.2018
HNRNPA2B1          7   26229547   26240413     32      11  233740      0.35737    0.00072216      0.35665
CBX3               7   26240831   26253227     37      11  233676       1.0129    0.00072216       1.0122
SNX10              7   26331515   26413949    345      44  238007     -0.46376    0.00072216     -0.46448
C7orf71            7   26677490   26686924     37       7  221498     -0.91566    0.00072216     -0.91638
SKAP2              7   26697397   27034862    959      34  251214      -2.4033    0.00072216       -2.404
HOXA1              7   27132612   27135625      7       4  205166      0.58046    0.00072216      0.57974
HOXA2              7   27139973   27142394      3       1  197373     0.063592    0.00072216      0.06287
HOXA3              7   27145803   27179805     90      17  245789      -2.7434    0.00072216      -2.7441
HOXA4              7   27168126   27170399     10       2  254549      -2.4708    0.00072216      -2.4715
HOXA5              7   27180671   27192309     41      11  248122      -1.2148    0.00072216      -1.2155
HOXA6              7   27185202   27187393      5       3  250618      -1.3229    0.00072216      -1.3236
HOXA7              7   27193335   27196296      9       4  223868     -0.81506    0.00072216     -0.81578
HOXA9              7   27202057   27205149      6       3  255558     -0.53776    0.00072216     -0.53848
HOXA10             7   27210210   27219880     15       7  241767      -1.2606    0.00072216      -1.2613
HOXA11             7   27220776   27224835     11       7  202783      0.27198    0.00072216      0.27125
HOXA13             7   27236499   27239725      7       4  243457      -1.0255    0.00072216      -1.0262
EVX1               7   27282164   27287438     12       6  229807     -0.27902    0.00072216     -0.27975
HIBADH             7   27565059   27702620    528      26  246163       2.0361    0.00072216       2.0353
TAX1BP1            7   27778992   27869386    242      40  243899     -0.90088    0.00072216      -0.9016
JAZF1              7   27870192   28220437   1298     116  235430      0.92362    0.00072216       0.9229
CREB5              7   28338940   28865511   1848     178  244961      0.63231    0.00072216      0.63159
TRIL               7   28992974   28998029     12       3  253512      0.55182    0.00072216      0.55109
CPVL               7   29035247   29225213    767      76  246290      0.86918    0.00072216      0.86846
CHN2               7   29233991   29553944   1176     112  251217      0.80315    0.00072216      0.80243
PRR15              7   29603039   29606911     17       7  252912      0.12221    0.00072216      0.12149
LOC101928208       7   29760114   29782218     81      10  253850      0.19488    0.00072216      0.19416
WIPF3              7   29846170   29956682    440      47  246728       1.9105    0.00072216       1.9098
SCRN1              7   29959719   30029905    194      26  246355     0.095072    0.00072216      0.09435
FKBP14             7   30050199   30066417     33       9  242562       1.1938    0.00072216       1.1931
PLEKHA8            7   30067977   30157961    236      18  247532       1.4952    0.00072216       1.4945
MTURN              7   30174552   30202381    108      21  239325      0.34631    0.00072216      0.34559
ZNRF2              7   30323923   30407308    162      32  220429       0.6127    0.00072216      0.61197
NOD1               7   30464143   30518426    132      21  251200     -0.22314    0.00072216     -0.22386
LOC101928268       7   30499667   30509718     35       5  260553      0.30198    0.00072216      0.30126
GGCT               7   30536237   30544457     32       8  245063     -0.32415    0.00072216     -0.32487
GARS               7   30634181   30673649    117      19  247288      -1.9933    0.00072216       -1.994
CRHR2              7   30691559   30739719    143      33  235290      -1.8016    0.00072216      -1.8024
INMT               7   30791689   30806152     58      13  247270      -2.0133    0.00072216       -2.014
FAM188B            7   30811033   30932408    460      35  253702     -0.56912    0.00072216     -0.56984
AQP1               7   30951415   30965131     36      13  240675     -0.12298    0.00072216      -0.1237
GHRHR              7   31003636   31019146     57      16  239857     -0.16882    0.00072216     -0.16954
ADCYAP1R1          7   31092076   31151093    168      38  243101      -1.5625    0.00072216      -1.5632
NEUROD6            7   31377075   31380538      7       3  241732     -0.20269    0.00072216     -0.20341
CCDC129            7   31553685   31698334    458      38  251960      0.82119    0.00072216      0.82047
PPP1R17            7   31726631   31748069     71      16  243844     -0.88062    0.00072216     -0.88135
PDE1C              7   31791666   32339016   2175     144  244256      0.96607    0.00072216      0.96535
LSM5               7   32524945   32534870     48      10  248239       2.1431    0.00072216       2.1424
AVL9               7   32535101   32628327    327      20  255713        2.634    0.00072216       2.6333
KBTBD2             7   32907778   32931468     55      11  251313       2.4909    0.00072216       2.4902
FKBP9              7   32997005   33046543    164      34  228847       1.8079    0.00072216       1.8071
NT5C3A             7   33053725   33102409    201      18  245285       2.4758    0.00072216       2.4751
RP9                7   33134409   33149002     49      11  227811      0.42051    0.00072216      0.41979
BBS9               7   33169144   33645680   1676      71  241406     -0.91048    0.00072216      -0.9112
FLJ20712           7   33765567   33768068      8       4  230549      0.15799    0.00072216      0.15727
BMPER              7   33944523   34195484    580      64  242810     -0.39551    0.00072216     -0.39623
NPSR1              7   34697897   34917944    926      63  244163     -0.92248    0.00072216      -0.9232
DPY19L1            7   34968491   35077653    360      18  252691      -1.4461    0.00072216      -1.4468
TBX20              7   35242042   35293711    108       7  256954     -0.91743    0.00072216     -0.91815
HERPUD2            7   35672269   35734772    176      28  243390      -1.0372    0.00072216      -1.0379
SEPT7              7   35840596   35946715    275      20  236890     -0.22656    0.00072216     -0.22729
EEPD1              7   36192836   36341152    552      57  248552    -0.028289    0.00072216    -0.029011
KIAA0895           7   36363759   36429734    169      29  252813      -1.5068    0.00072216      -1.5076
ANLN               7   36429415   36493400    206      33  254209      -1.8078    0.00072216      -1.8085
AOAH               7   36552549   36764154    664      79  244493      0.65043    0.00072216      0.64971
ELMO1              7   36892511   37488895   2133     147  242602       1.9516    0.00072216       1.9509
GPR141             7   37570212   37781888    676      39  232038      0.20317    0.00072216      0.20245
NME8               7   37887930   37940003    296      35  245668      -2.7866    0.00072216      -2.7873
SFRP4              7   37945534   37956525     56       8  263005     -0.31413    0.00072216     -0.31485
EPDR1              7   37960163   37991543    135      29  247487      -1.7802    0.00072216       -1.781
STARD3NL           7   38217808   38270272    156      22  259581       1.7809    0.00072216       1.7801
TRG                7   38279625   38407656    678      69  241517     -0.82922    0.00072216     -0.82994
TARP               7   38299243   38357285    293      40  247113     -0.14445    0.00072216     -0.14518
AMPH               7   38423297   38671167   1189      74  250341      0.30885    0.00072216      0.30812
VPS41              7   38763543   38948800    715      38  248282        3.784    0.00072216       3.7832
POU6F2             7   39017609   39504390   1592      79  250895        4.772    0.00072216       4.7712
YAE1D1             7   39605984   39651681    195      30  243453       2.6046    0.00072216       2.6039
RALA               7   39663152   39747723    217      39  242908       3.2597    0.00072216        3.259
CDK13              7   39989959   40136733    396      34  234427     -0.44025    0.00072216     -0.44097
MPLKIP             7   40172342   40174251      1       1  142013       1.4862    0.00072216       1.4855
SUGCT              7   40174575   40900366   1398      97  245376     -0.56453    0.00072216     -0.56526
INHBA              7   41728601   41742706     23       9  230398     -0.57356    0.00072216     -0.57428
GLI3               7   42000547   42277469   1012     105  241896       1.2891    0.00072216       1.2884
C7orf25            7   42948223   42951689     13       4  256376      0.30353    0.00072216      0.30281
PSMA2              7   42956460   42971805     36       5  248765      -1.1379    0.00072216      -1.1386
MRPL32             7   42971804   42977456     25       5  250254       -1.012    0.00072216      -1.0127
HECW1              7   43152198   43603213   1583     132  244204      -2.1712    0.00072216      -2.1719
STK17A             7   43622692   43666978    160      15  238353    -0.031629    0.00072216    -0.032352
COA1               7   43648052   43769140    379      18  257745    -0.057264    0.00072216    -0.057986
BLVRA              7   43798272   43846941    103      19  248816    -0.026724    0.00072216    -0.027446
MRPS24             7   43906157   43909145      6       3  212077      -1.4296    0.00072216      -1.4303
URGCP-MRPS24       7   43906157   43946231    112      21  248494      -1.0322    0.00072216      -1.0329
URGCP              7   43915485   43965996    152      22  251855     -0.93829    0.00072216     -0.93901
UBE2D4             7   43966035   43995735     94      19  250774      -1.5019    0.00072216      -1.5026
SPDYE1             7   44038552   44049723      8       4  227472     -0.87972    0.00072216     -0.88045
DBNL               7   44084239   44101315     65      10  251748     -0.57049    0.00072216     -0.57122
PGAM2              7   44102326   44105186      9       2  252904      -1.1744    0.00072216      -1.1751
POLM               7   44111846   44122129     32       9  242479     -0.90458    0.00072216     -0.90531
AEBP1              7   44143960   44154164     32      11  247516     -0.77928    0.00072216        -0.78
POLD2              7   44154279   44163267     21       8  249531     -0.81717    0.00072216     -0.81789
MYL7               7   44178463   44180974     11       5  248524      -1.4517    0.00072216      -1.4524
GCK                7   44183870   44229022    151      36  244270     -0.91082    0.00072216     -0.91154
YKT6               7   44240577   44253893     39      12  248820      -1.1638    0.00072216      -1.1646
CAMK2B             7   44256749   44365230    323      34  243209      -0.6489    0.00072216     -0.64962
NUDCD3             7   44421965   44530474    253      13  250004       2.2306    0.00072216       2.2299
NPC1L1             7   44552134   44580914     62      12  243012       1.4496    0.00072216       1.4489
DDX56              7   44605016   44614542     42      12  246517       3.0538    0.00072216       3.0531
TMED4              7   44617493   44621881     15       6  251757       2.8056    0.00072216       2.8049
OGDH               7   44646104   44748669    236      31  242027        1.687    0.00072216       1.6863
ZMIZ2              7   44788168   44809480     43      14  238042       5.1743    0.00072216       5.1736
PPIA               7   44836241   44842716     20       8  246316       2.7151    0.00072216       2.7144
H2AFV              7   44866488   44887725     61      12  250655       3.5213    0.00072216       3.5206
LOC101929301       7   44910545   44911757      7       3  253566       1.8082    0.00072216       1.8075
PURB               7   44915892   44924960     13       7  235877       2.7592    0.00072216       2.7585
MYO1G              7   45002260   45018704     43       9  254616     -0.71576    0.00072216     -0.71648
CCM2               7   45039345   45116069    288      20  253781      0.98506    0.00072216      0.98433
NACAD              7   45120036   45128493     29       8  250714      0.77819    0.00072216      0.77747
TBRG4              7   45139699   45151346     50      17  241350      0.30614    0.00072216      0.30542
RAMP3              7   45197367   45223849    179      11  260677      -2.0639    0.00072216      -2.0646
ADCY1              7   45614125   45762715    484      65  243772      -1.7093    0.00072216        -1.71
LOC101929008       7   45818810   45822386      6       2  259097      0.47284    0.00072216      0.47212
IGFBP1             7   45927959   45933267     17       6  260611   -0.0038532    0.00072216   -0.0045753
IGFBP3             7   45951844   45960871     20       9  233255     -0.18746    0.00072216     -0.18818
TNS3               7   47314752   47621742    916     108  245685      0.74891    0.00072216      0.74819
C7orf65            7   47694842   47701246     17       9  229019      -1.1457    0.00072216      -1.1464
PKD1L1             7   47814250   47988071    704      64  244260      -3.1771    0.00072216      -3.1778
C7orf69            7   47834889   47859445    107      22  251401      -1.2264    0.00072216      -1.2271
HUS1               7   48002885   48019222     51      10  247315      -1.8926    0.00072216      -1.8933
SUN3               7   48026745   48068724     97      16  234316     -0.83447    0.00072216     -0.83519
C7orf57            7   48075108   48100894     96      18  247318     -0.74369    0.00072216     -0.74441
UPP1               7   48128355   48148330     60      17  221723       0.7728    0.00072216      0.77207
ABCA13             7   48211057   48687091   2044      83  250268      -1.5757    0.00072216      -1.5764
VWC2               7   49813257   49961546    443      55  237110      -0.3255    0.00072216     -0.32622
ZPBP               7   49977023   50132860    430      26  254593       -1.276    0.00072216      -1.2767
C7orf72            7   50135682   50198852    262      18  246114      -1.2272    0.00072216      -1.2279
FIGNL1             7   50511827   50518088     14       5  254964       1.4861    0.00072216       1.4854
DDC                7   50526134   50633154    553      32  250316       1.3411    0.00072216       1.3403
GRB10              7   50657760   50861159    730      45  251423       1.1993    0.00072216       1.1985
COBL               7   51083909   51384515    854      78  234645       -1.765    0.00072216      -1.7658
LOC101928675       7   51453716   51455203      2       1  228094      0.46023    0.00072216      0.45951
POM121L12          7   53103349   53104618      7       2  266815      -1.8539    0.00072216      -1.8546
VSTM2A             7   54610019   54636948     97      20  241387      -1.1155    0.00072216      -1.1162
SEC61G             7   54819940   54826939     30       8  246239      -1.1821    0.00072216      -1.1829
EGFR               7   55086678   55279262    708     107  232381      0.84533    0.00072216      0.84461
LANCL2             7   55433141   55501435    243      24  234856       1.4706    0.00072216       1.4698
VOPP1              7   55538303   55640200    532      16  241618     -0.26593    0.00072216     -0.26666
LOC101060341       7   55813825   55815854      1       1  247082      -2.1467    0.00072216      -2.1474
SEPT14             7   55861237   55930482    277      32  238912      -2.8239    0.00072216      -2.8247
ZNF713             7   55955148   56008519    180      35  233846      -1.0023    0.00072216       -1.003
MRPS17             7   56019611   56023034     14       6  227343       0.1301    0.00072216      0.12938
GBAS               7   56032270   56067875    120      23  248838      0.16517    0.00072216      0.16445
PSPH               7   56078056   56119297    105      23  247050     -0.14759    0.00072216     -0.14832
CCT6A              7   56119378   56131682     37      12  244248     -0.41701    0.00072216     -0.41773
SUMF2              7   56131700   56148365     52      15  246641     -0.26065    0.00072216     -0.26137
PHKG1              7   56147616   56160780     48      13  252677     -0.20366    0.00072216     -0.20438
CHCHD2             7   56169266   56174187     20       8  243415     -0.61254    0.00072216     -0.61326
NUPR1L             7   56182374   56184090      3       2  242592      -1.6838    0.00072216      -1.6845
LOC731631          7   56433866   56435929     14       7  214877       0.2174    0.00072216      0.21668
ZNF479             7   57187321   57207571     59       7  254413      -2.0176    0.00072216      -2.0184
ZNF716             7   57509883   57533265    124      10  227917      0.88998    0.00072216      0.88926
LOC402269          7   63092986   63145929     11       4  233529      -2.2307    0.00072216      -2.2314
ZNF727             7   63505765   63544444    187      13  241615       1.6786    0.00072216       1.6779
ZNF735             7   63667581   63680668     67      12  255114     0.058401    0.00072216     0.057679
ZNF679             7   63688852   63727309    162      22  253129      0.15913    0.00072216      0.15841
ZNF736             7   63767815   63810017    207      28  251610      0.88798    0.00072216      0.88725
ZNF680             7   63980255   64023505    197      20  246922      0.39132    0.00072216       0.3906
ZNF107             7   64126461   64171960    172      21  216520      -1.4839    0.00072216      -1.4846
ZNF138             7   64254766   64314178    233      19  248825      -1.8531    0.00072216      -1.8539
LOC441239          7   64348648   64350984      9       3  265767      0.24052    0.00072216       0.2398
ZNF273             7   64363620   64391955    110      15  240533     -0.17295    0.00072216     -0.17368
ZNF117             7   64434830   64451414     77       9  238414      -1.8895    0.00072216      -1.8902
ERV3-1             7   64450733   64467124     63      13  229056      -2.0617    0.00072216      -2.0624
ZNF92              7   64838752   64866049     91      10  254321      -1.3475    0.00072216      -1.3483
VKORC1L1           7   65338257   65424545    187      19  247820     0.023468    0.00072216     0.022746
GUSB               7   65425671   65447301     61      13  248608      0.38012    0.00072216       0.3794
ASL                7   65540776   65558330     50      12  246675      0.83541    0.00072216      0.83469
CRCP               7   65579805   65619555    126      18  244983      0.98012    0.00072216       0.9794
TPST1              7   65670259   65825438    373      26  241323       1.3793    0.00072216       1.3786
KCTD7              7   66093868   66113964     61      15  247058      0.52926    0.00072216      0.52854
RABGEF1            7   66147151   66276451    481      29  247217    -0.041487    0.00072216    -0.042209
TMEM248            7   66386203   66423538    120      19  246529     -0.67595    0.00072216     -0.67667
SBDS               7   66452690   66460588     19       8  226549     -0.20916    0.00072216     -0.20988
TYW1               7   66461792   66704507   1109      32  253101      -1.0684    0.00072216      -1.0691
AUTS2              7   69063905   70257885   3294     118  238606       6.3213    0.00072216       6.3206
WBSCR17            7   70597523   71178586   2201     156  246393      0.50197    0.00072216      0.50125
CALN1              7   71244476   71912136   2254      95  243527       6.9245    0.00072216       6.9238
TYW1B              7   72023729   72298813    639      23  238619       2.3371    0.00072216       2.3364
POM121             7   72349906   72421979     64      21  206891       1.3546    0.00072216       1.3539
NSUN5              7   72716513   72722864      6       4  218801       1.3774    0.00072216       1.3767
TRIM50             7   72726532   72742085     16       6  241729       1.2957    0.00072216        1.295
FKBP6              7   72742155   72772646     73      10  245749       1.4303    0.00072216       1.4296
FZD9               7   72848109   72850450      3       2  235781      0.70574    0.00072216      0.70502
BAZ1B              7   72854728   72936628    160      28  238835       1.8297    0.00072216        1.829
BCL7B              7   72950683   72972065     43       8  237613      0.64063    0.00072216      0.63991
TBL2               7   72983274   72993013     26      10  251019       1.7196    0.00072216       1.7189
MLXIPL             7   73007524   73038903     92      17  246826       2.1878    0.00072216       2.1871
VPS37D             7   73082174   73086440     10       3  254140       -1.473    0.00072216      -1.4738
DNAJC30            7   73095248   73097781     14       4  258377       -1.446    0.00072216      -1.4467
WBSCR22            7   73097898   73112551     51       9  251078      -1.3588    0.00072216      -1.3595
STX1A              7   73113535   73134032     35      10  238885     -0.93132    0.00072216     -0.93204
ABHD11             7   73150424   73153190      7       3  248934     -0.62869    0.00072216     -0.62941
CLDN3              7   73183327   73184600      4       2  225715      0.28622    0.00072216       0.2855
CLDN4              7   73245193   73247015      5       1  255484     -0.57205    0.00072216     -0.57277
WBSCR27            7   73248920   73256855     19       2  248769     -0.85542    0.00072216     -0.85615
